5.875,0,1
5.7,1,1
5.575,2,1
5.6,3,1
5.675,4,1
5.675,5,1
5.775,6,1
11.35,7,1
22.6,8,1
24.25,9,1
22,10,1
22.4,11,1
23.075,12,1
22.525,13,1
22.85,14,1
22.95,15,1
24.35,16,1
25.9,17,1
25.95,18,1
25.225,19,1
6.85,20,1
5.525,21,1
5.375,22,1
5.6,23,1
5.625,0,1
5.575,1,1
5.65,2,1
5.55,3,1
5.5,4,1
5.475,5,1
5.675,6,1
10.75,7,1
22.3,8,1
24.375,9,1
22.275,10,1
22.775,11,1
22.3,12,1
22.325,13,1
22.55,14,1
23,15,1
24.225,16,1
25.825,17,1
25.55,18,1
25,19,1
6.8,20,1
5.45,21,1
5.9,22,1
5.875,23,1
5.6,0,1
5.775,1,1
5.625,2,1
5.85,3,1
5.5,4,1
5.725,5,1
5.675,6,1
10.7,7,1
22.175,8,1
24.725,9,1
20.425,10,1
19.525,11,1
20.75,12,1
20.825,13,1
19.875,14,1
22.65,15,1
24.25,16,1
25.225,17,1
25.65,18,1
24.625,19,1
7.025,20,1
5.525,21,1
5.775,22,1
6.025,23,1
5.725,0,1
5.9,1,1
5.825,2,1
5.65,3,1
5.95,4,1
5.7,5,1
5.75,6,1
11.675,7,1
22.85,8,1
23.975,9,1
22.725,10,1
22.7,11,1
21.825,12,1
21.1,13,1
20.8,14,1
23.6,15,1
24.275,16,1
25.85,17,1
25.4,18,1
25.45,19,1
7.15,20,1
5.925,21,1
6.1,22,1
6.025,23,1
5.9,0,1
5.85,1,1
5.6,2,1
5.85,3,1
5.85,4,1
5.9,5,1
6.125,6,1
21.275,7,1
23.7,8,1
22.925,9,1
21.875,10,1
20.15,11,1
19.75,12,1
23.15,13,1
23.475,14,1
23.35,15,1
23.525,16,1
25.8,17,1
8.375,18,1
6.55,19,1
5.7,20,1
5.575,21,1
5.975,22,1
5.925,23,1
6,0,0
6,1,0
6,2,0
6,3,0
6.125,4,0
5.975,5,0
6,6,0
5.925,7,0
4.35,8,0
2.575,9,0
2.4,10,0
17.775,11,0
21.225,12,0
19.475,13,0
22.5,14,0
22.675,15,0
23,16,0
10.4,17,0
5.725,18,0
5.525,19,0
5.725,20,0
5.6,21,0
5.7,22,0
5.65,23,0
5.725,0,1
5.9,1,1
5.6,2,1
5.65,3,1
5.725,4,1
5.5,5,1
6.075,6,1
11.05,7,1
22.375,8,1
23.575,9,1
21.875,10,1
21.175,11,1
19.5,12,1
18.975,13,1
20.175,14,1
22.875,15,1
24.025,16,1
25.8,17,1
25.025,18,1
24.75,19,1
6.85,20,1
5.525,21,1
5.725,22,1
5.9,23,1
5.8,0,1
5.725,1,1
5.9,2,1
5.825,3,1
5.85,4,1
5.575,5,1
5.925,6,1
10.325,7,1
22.775,8,1
23.55,9,1
21.675,10,1
20.775,11,1
20.675,12,1
21,13,1
19.925,14,1
23.35,15,1
24.475,16,1
25.975,17,1
26.15,18,1
25.725,19,1
7.7,20,1
6.425,21,1
6.325,22,1
6.3,23,1
6.375,0,1
6.225,1,1
6.1,2,1
6.075,3,1
5.95,4,1
5.7,5,1
5.65,6,1
10.85,7,1
22.25,8,1
23.575,9,1
21,10,1
21.4,11,1
19.625,12,1
17.75,13,1
19.125,14,1
23.025,15,1
24.25,16,1
25.825,17,1
25.575,18,1
25.45,19,1
7.125,20,1
5.925,21,1
5.875,22,1
5.8,23,1
5.825,0,1
5.975,1,1
5.775,2,1
5.85,3,1
5.775,4,1
5.8,5,1
5.7,6,1
11.05,7,1
22.725,8,1
23.475,9,1
21.35,10,1
19.275,11,1
19.975,12,1
19.575,13,1
20.175,14,1
22.875,15,1
24.275,16,1
26.275,17,1
25.775,18,1
25.15,19,1
8.1,20,1
5.9,21,1
5.9,22,1
5.95,23,1
5.9,0,1
5.9,1,1
5.975,2,1
5.9,3,1
5.9,4,1
5.8,5,1
5.8,6,1
10.975,7,1
22.475,8,1
23.85,9,1
22.175,10,1
23.35,11,1
23.75,12,1
23.775,13,1
23.175,14,1
23.25,15,1
24.375,16,1
25.7,17,1
25.375,18,1
25.175,19,1
7.65,20,1
5.95,21,1
5.925,22,1
5.875,23,1
5.825,0,1
5.85,1,1
5.85,2,1
5.9,3,1
5.85,4,1
5.9,5,1
5.85,6,1
21.25,7,1
25.125,8,1
23.125,9,1
22.35,10,1
22.85,11,1
22.45,12,1
23.25,13,1
23.275,14,1
24.075,15,1
24.625,16,1
26.225,17,1
10.6,18,1
5.9,19,1
6,20,1
5.85,21,1
5.85,22,1
5.8,23,1
5.85,0,0
5.825,1,0
5.825,2,0
5.825,3,0
6.025,4,0
5.925,5,0
5.9,6,0
5.875,7,0
4.525,8,0
2.525,9,0
2.575,10,0
2.525,11,0
2.4,12,0
2.575,13,0
2.625,14,0
2.975,15,0
4.175,16,0
5.75,17,0
5.825,18,0
5.875,19,0
5.875,20,0
6.025,21,0
5.825,22,0
5.825,23,0
5.9,0,1
5.9,1,1
5.825,2,1
5.85,3,1
5.775,4,1
5.775,5,1
5.9,6,1
10.725,7,1
22.3,8,1
24.075,9,1
21.425,10,1
19.275,11,1
22.5,12,1
23.1,13,1
22.5,14,1
23.775,15,1
23.975,16,1
25.625,17,1
25.75,18,1
24.85,19,1
