5.95,0,1
6,1,1
5.95,2,1
5.9,3,1
5.925,4,1
5.95,5,1
5.9,6,1
6.025,7,1
4.875,8,1
2.675,9,1
2.65,10,1
2.65,11,1
2.625,12,1
2.65,13,1
2.7,14,1
3.2,15,1
4.4,16,1
5.9,17,1
5.95,18,1
5.85,19,1
5.875,20,1
5.9,21,1
5.9,22,1
5.9,23,1
5.9,0,1
5.95,1,1
5.925,2,1
5.9,3,1
5.875,4,1
5.85,5,1
5.9,6,1
21.025,7,1
23.975,8,1
23.25,9,1
22.65,10,1
22.425,11,1
22.8,12,1
23.475,13,1
23.925,14,1
23.475,15,1
24.075,16,1
25.7,17,1
8.75,18,1
6.275,19,1
6.025,20,1
6.075,21,1
6.025,22,1
5.975,23,1
6.05,0,0
6.15,1,0
6.025,2,0
6.025,3,0
6.025,4,0
6.025,5,0
5.925,6,0
5.925,7,0
4.725,8,0
2.625,9,0
2.7,10,0
2.625,11,0
2.6,12,0
2.625,13,0
2.7,14,0
3.125,15,0
4.225,16,0
5.85,17,0
5.975,18,0
5.85,19,0
5.925,20,0
5.9,21,0
5.95,22,0
5.95,23,0
5.925,0,1
5.95,1,1
6.05,2,1
5.925,3,1
5.875,4,1
5.8,5,1
5.8,6,1
11.175,7,1
22.35,8,1
23.825,9,1
21.975,10,1
21.675,11,1
22.45,12,1
22.65,13,1
22.875,14,1
23.525,15,1
24.225,16,1
25.5,17,1
25.45,18,1
25.125,19,1
6.85,20,1
5.7,21,1
5.7,22,1
5.775,23,1
5.725,0,1
5.7,1,1
5.75,2,1
5.8,3,1
5.725,4,1
5.7,5,1
5.65,6,1
10.55,7,1
22.275,8,1
23.525,9,1
21.725,10,1
22.1,11,1
22.825,12,1
22.85,13,1
22.35,14,1
23.05,15,1
24.15,16,1
25.55,17,1
25.05,18,1
24.65,19,1
8.725,20,1
5.9,21,1
5.825,22,1
5.925,23,1
5.875,0,1
5.775,1,1
5.8,2,1
5.95,3,1
5.75,4,1
5.775,5,1
5.7,6,1
10.75,7,1
22.25,8,1
23.65,9,1
22.375,10,1
22.425,11,1
23.35,12,1
22.5,13,1
22.575,14,1
22.625,15,1
23.55,16,1
25.75,17,1
25.125,18,1
24.45,19,1
8.075,20,1
5.875,21,1
5.875,22,1
5.825,23,1
5.825,0,1
5.825,1,1
5.8,2,1
5.825,3,1
5.8,4,1
5.85,5,1
5.725,6,1
10.375,7,1
22.625,8,1
23.525,9,1
21.825,10,1
22.425,11,1
23.275,12,1
23.35,13,1
22.8,14,1
22.6,15,1
23.75,16,1
25.2,17,1
25.025,18,1
25.3,19,1
7.725,20,1
5.775,21,1
5.775,22,1
5.85,23,1
5.8,0,1
5.825,1,1
5.8,2,1
5.75,3,1
5.875,4,1
5.7,5,1
5.675,6,1
10.85,7,1
22.7,8,1
23.7,9,1
20.7,10,1
20.075,11,1
20.375,12,1
20.55,13,1
20.75,14,1
23.5,15,1
24.475,16,1
27,17,1
26.4,18,1
25.725,19,1
8.2,20,1
6.125,21,1
6,22,1
5.95,23,1
5.825,0,1
5.85,1,1
5.8,2,1
5.85,3,1
5.9,4,1
5.825,5,1
5.85,6,1
21.975,7,1
23.225,8,1
23.325,9,1
20.975,10,1
20.025,11,1
20.85,12,1
20.775,13,1
20.475,14,1
21.825,15,1
24.4,16,1
25.375,17,1
8.575,18,1
6.075,19,1
5.9,20,1
6.025,21,1
5.85,22,1
5.85,23,1
5.85,0,0
5.75,1,0
5.85,2,0
5.825,3,0
5.8,4,0
5.875,5,0
5.9,6,0
5.825,7,0
4.575,8,0
2.55,9,0
2.6,10,0
2.575,11,0
2.5,12,0
2.475,13,0
2.625,14,0
2.95,15,0
4.15,16,0
5.775,17,0
5.825,18,0
5.825,19,0
